id,title ,image_link ,country ,years ,director_description,leader,star ,description,tags,
137,风之谷,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,日本,1984,日本,273787人评价,8.9,动画片的圣经。,动画/奇幻/冒险,
138,血战钢锯岭,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,美国 澳大利亚,2016,美国 澳大利亚,559502人评价,8.7,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,剧情/传记/历史/战争,
139,上帝之城,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,巴西 法国,2002,巴西 法国,223957人评价,8.9,被上帝抛弃了的上帝之城。,犯罪/剧情,
140,傲慢与偏见,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p452005185.jpg,法国 英国 美国,2005,法国 英国 美国,519062人评价,8.6,爱是摈弃傲慢与偏见之后的曙光。,剧情/爱情,
141,时空恋旅人,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,英国,2013,英国,373926人评价,8.7,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,喜剧/爱情/奇幻,
142,电锯惊魂,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2565332644.jpg,美国,2004,美国,344049人评价,8.7,真相就在眼前。,悬疑/惊悚/恐怖,
143,功夫,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg,中国大陆 中国香港,2004,中国大陆 中国香港,632545人评价,8.5,警恶惩奸，维护世界和平这个任务就交给你了，好吗？,动作/喜剧/犯罪/奇幻,
144,教父3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,美国,1990,美国,235661人评价,8.9,任何信念的力量，都无法改变命运。,剧情/犯罪,
145,喜宴,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2173713676.jpg,中国台湾 美国,1993,中国台湾 美国,231929人评价,8.9,中国家庭的喜怒哀乐忍。,剧情/喜剧/爱情/同性/家庭,
146,谍影重重3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,美国 德国,2007,美国 德国,298900人评价,8.8,像吃了苏打饼一样干脆的电影。,动作/悬疑/惊悚,
147,英雄本色,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,中国香港,1986,中国香港,340901人评价,8.7,英雄泪短，兄弟情长。 ,剧情/动作/犯罪,
148,岁月神偷,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,中国香港 中国大陆,2010,中国香港 中国大陆,444614人评价,8.7,岁月流逝，来日可追。,剧情/家庭,
149,被解救的姜戈,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1959232369.jpg,美国,2012,美国,423270人评价,8.7,热血沸腾，那个低俗、性感的无耻混蛋又来了。,剧情/动作/西部/冒险,
150,七武士,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg,日本,1954,日本,128658人评价,9.2,时代悲歌。,动作/冒险/剧情,
151,天书奇谭,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2515539487.jpg,中国大陆,1983(中国大陆),中国大陆,135120人评价,9.2,传奇的年代，醉人的童话。,动画/奇幻,
152,哪吒闹海,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2532803206.jpg,中国大陆,1979,中国大陆,166447人评价,9.1,想你时你在闹海。,冒险/动画/奇幻,
153,疯狂原始人,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,美国,2013,美国,600779人评价,8.7,老少皆宜，这就是好莱坞动画的魅力。,喜剧/动画/冒险,
154,人生果实,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2544912792.jpg,日本,2017,日本,82146人评价,9.5,土壤没有落叶不会肥沃，没有了你就不算人生。,纪录片,
155,我是山姆,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,美国,2001,美国,202381人评价,8.9,爱并不需要智商 。,剧情/家庭,
156,心迷宫,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg,中国大陆,2014,中国大陆,335179人评价,8.7,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,剧情/犯罪/悬疑,
157,纵横四海,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2272146906.jpg,中国香港,1991,中国香港,276102人评价,8.8,香港浪漫主义警匪动作片的巅峰之作。,剧情/喜剧/动作/犯罪,
158,三块广告牌,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510081688.jpg,美国 英国,2017,美国 英国,586698人评价,8.7,怼天怼地，你走后，她与世界为敌。,剧情/犯罪,
159,萤火虫之墓,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1157334208.jpg,日本,1988,日本,311338人评价,8.7,幸福是生生不息，却难以触及的远。 ,动画/剧情/战争,
160,真爱至上,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,英国 美国 法国,2003,英国 美国 法国,507326人评价,8.6,爱，是个动词。,喜剧/剧情/爱情,
161,头号玩家,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg,美国,2018,美国,980135人评价,8.7,写给影迷，动漫迷和游戏迷的一封情书。,动作/科幻/冒险,
162,达拉斯买家俱乐部,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,美国,2013,美国,312434人评价,8.8,Jared Leto的腿比女人还美！,剧情/传记/同性,
163,荒蛮故事,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2231250054.jpg,阿根廷 西班牙,2014,阿根廷 西班牙,282832人评价,8.8,始于荒诞，止于更荒诞。,剧情/喜剧/犯罪,
164,东邪西毒,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,中国香港 中国台湾,1994,中国香港 中国台湾,420617人评价,8.6,电影诗。,剧情/动作/爱情/武侠/古装,
165,爆裂鼓手,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg,美国,2014,美国,382868人评价,8.7,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,剧情/音乐,
166,记忆碎片,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,美国,2000,美国,427382人评价,8.6,一个针管引发的血案。,犯罪/剧情/悬疑/惊悚,
167,贫民窟的百万富翁,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,英国 美国,2008,英国 美国,554422人评价,8.6,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,剧情/爱情,
168,釜山行,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg,韩国,2016,韩国,760389人评价,8.5,揭露人性的丧尸题材力作。,动作/惊悚/灾难,
169,黑天鹅,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg,美国,2010,美国,618821人评价,8.6,黑暗之美。,剧情/惊悚,
170,花样年华,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,中国香港,2000,中国香港,391785人评价,8.6,偷情本没有这样美。,剧情/爱情,
171,你的名字。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,日本,2016,日本,939880人评价,8.4,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,剧情/爱情/动画,
172,卢旺达饭店,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg,英国 南非 意大利,2004,英国 南非 意大利,197912人评价,8.9,当这个世界闭上双眼，他却敞开了怀抱。,剧情/历史/战争,
173,忠犬八公物语,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1576418852.jpg,日本,1987,日本,125494人评价,9.2,养狗三日，便会对你终其一生。,剧情,
174,头脑特工队,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg,美国,2015,美国,403315人评价,8.7,愿我们都不用长大，每一座城堡都能永远存在。,喜剧/动画/冒险,
175,模仿游戏,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,英国 美国,2014,英国 美国,417672人评价,8.7,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,剧情/传记/战争/同性,
176,黑客帝国3：矩阵革命,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,美国 澳大利亚,2003,美国 澳大利亚,283786人评价,8.7,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,动作/科幻,
177,一个叫欧维的男人决定去死,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,瑞典,2015,瑞典,247026人评价,8.8,惠及一生的美丽。,剧情,
178,雨人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p942376281.jpg,美国,1988,美国,300994人评价,8.7,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,剧情,
179,你看起来好像很好吃,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg,日本,2010,日本,238568人评价,8.9,感情不分食草或者食肉。,剧情/动画/儿童,
180,哈利·波特与阿兹卡班的囚徒,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg,英国 美国,2004,英国 美国,367415人评价,8.6,不一样的导演，不一样的哈利·波特。,奇幻/冒险,
181,无敌破坏王,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,美国,2012,美国,366982人评价,8.7,迪士尼和皮克斯拿错剧本的产物。,喜剧/动画/奇幻/冒险,
182,未麻的部屋,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,日本,1997,日本,179453人评价,8.9,好的剧本是，就算你猜到了结局也猜不到全部。,动画/奇幻/惊悚,
183,恋恋笔记本,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,美国,2004,美国,455291人评价,8.5,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,剧情/爱情,
184,冰川时代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,美国,2002,美国,441666人评价,8.6,松鼠才是角儿。,喜剧/动画/冒险,
185,哈利·波特与密室,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg,美国 英国 德国,2002,美国 英国 德国,386371人评价,8.6,魔法的密室之门已打开...,奇幻/冒险,
186,海街日记,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2232247487.jpg,日本,2015,日本,265784人评价,8.8,是枝裕和的家庭习作。,剧情/家庭,
187,新世界,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg,韩国,2013,韩国,216478人评价,8.8,要做就做得狠一点，这样才能活下去。,剧情/犯罪,
188,海边的曼彻斯特,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg,美国,2016,美国,342219人评价,8.6,我们都有权利不与自己的过去和解。,剧情/家庭,
189,二十二,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,中国大陆,2015,中国大陆,205588人评价,8.7,有一些东西不应该被遗忘。,纪录片,
190,虎口脱险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,法国 英国,1966,法国 英国,163801人评价,8.9,永远看不腻的喜剧。,喜剧/战争,
191,房间,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,爱尔兰 加拿大 英国 美国,2015,爱尔兰 加拿大 英国 美国,274472人评价,8.8,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,剧情/家庭,
192,恐怖游轮,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,英国 澳大利亚,2009,英国 澳大利亚,544887人评价,8.5,不要企图在重复中寻找已经失去的爱。,剧情/悬疑/惊悚,
193,雨中曲,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,美国,1952,美国,143195人评价,9.0,骨灰级歌舞片。,喜剧/歌舞/爱情,
194,人工智能,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,美国,2001,美国,303776人评价,8.6,对爱的执着，可以超越一切。,冒险/剧情/科幻,
195,魔女宅急便,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,日本,1989,日本,323757人评价,8.6,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,动画/奇幻/冒险,
196,惊魂记,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,美国,1960,美国,156267人评价,9.0,故事的反转与反转，分裂电影的始祖。,悬疑/惊悚/恐怖,
197,奇迹男孩,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg,美国 中国香港,2017,美国 中国香港,399259人评价,8.6,世界不完美，爱会有奇迹。,剧情/儿童/家庭,
198,疯狂的石头,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,中国大陆 中国香港,2006,中国大陆 中国香港,551315人评价,8.4,中国版《两杆大烟枪》。,喜剧/犯罪,
199,海洋,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2559581324.jpg,法国 瑞士 西班牙 美国 阿联酋,2009,法国 瑞士 西班牙 美国 阿联酋,127307人评价,9.1,大海啊，不全是水。,纪录片,
200,罗生门,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2564689879.jpg,日本,1950,日本,210309人评价,8.8,人生的N种可能性。,剧情/犯罪/悬疑,
201,终结者2：审判日,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,美国 法国,1991,美国 法国,243429人评价,8.7,少见的超越首部的续集，动作片中的经典。,动作/科幻,
202,燃情岁月,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg,美国,1994,美国,208980人评价,8.8,传奇，不是每个人都可以拥有。,剧情/爱情/战争/西部,
203,爱在午夜降临前,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,美国 希腊,2013,美国 希腊,214165人评价,8.8,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,剧情/爱情,
204,魂断蓝桥,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,美国,1940,美国,191735人评价,8.8,中国式内在的美国电影。,剧情/爱情/战争,
205,初恋这件小事,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p767451487.jpg,泰国,2010,泰国,738280人评价,8.4,黑小鸭速效美白记。,剧情/喜剧/爱情,
206,穿越时空的少女,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg,日本,2006,日本,286607人评价,8.6,爱上未来的你。 ,剧情/爱情/科幻/动画,
207,小偷家族,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg,日本,2018,日本,559715人评价,8.7,我们组成了家。,剧情/犯罪/家庭,
208,可可西里,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2414771522.jpg,中国大陆 中国香港,2004,中国大陆 中国香港,201806人评价,8.8,坚硬的信仰。,剧情/犯罪,
209,绿里奇迹,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,美国,1999,美国,183267人评价,8.8,天使暂时离开。,犯罪/剧情/奇幻/悬疑,
210,2001太空漫游,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg,英国 美国,1968,英国 美国,191264人评价,8.8,现代科幻电影的开山之作，最伟大导演的最伟大影片。,科幻/惊悚/冒险,
211,完美陌生人,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2522331945.jpg,意大利,2016,意大利,388969人评价,8.5,来啊，互相伤害啊！,剧情/喜剧,
212,牯岭街少年杀人事件,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,中国台湾,1991,中国台湾,176465人评价,8.8,弱者送给弱者的一刀。,剧情/犯罪,
213,无耻混蛋,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575043939.jpg,德国 美国,2009,德国 美国,342731人评价,8.6,昆汀同学越来越变态了，比北野武还杜琪峰。,剧情/犯罪,
214,阿飞正传,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg,中国香港,1990,中国香港,344073人评价,8.5,王家卫是一种风格，张国荣是一个代表。,犯罪/剧情/爱情,
215,新龙门客栈,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,中国香港 中国大陆,1992,中国香港 中国大陆,306530人评价,8.6,嬉笑怒骂，调风动月。,动作/爱情/武侠/古装,
216,香水,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2441127736.jpg,德国 法国 西班牙 美国,2006,德国 法国 西班牙 美国,408627人评价,8.5,一个单凭体香达到高潮的男人。,剧情/犯罪/奇幻,
217,源代码,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,美国 加拿大,2011,美国 加拿大,588419人评价,8.4,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,科幻/悬疑/惊悚,
218,城市之光,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg,美国,1931,美国,83710人评价,9.3,永远的小人物，伟大的卓别林。,喜剧/剧情/爱情,
219,谍影重重2,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,美国 德国,2004,美国 德国,252614人评价,8.6,谁说王家卫镜头很晃？,动作/悬疑/惊悚,
220,谍影重重,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,美国 德国 捷克,2002,美国 德国 捷克,302001人评价,8.6,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,动作/悬疑/惊悚,
221,青蛇,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p584021784.jpg,中国香港,1993,中国香港,352762人评价,8.5,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,剧情/爱情/奇幻/古装,
222,猜火车,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513567548.jpg,英国,1996,英国,332961人评价,8.5,不可猜的青春迷笛。 ,剧情/犯罪,
223,战争之王,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg,美国 法国,2005,美国 法国,254734人评价,8.6,做一颗让别人需要你的棋子。,剧情/犯罪,
224,地球上的星星,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1973489335.jpg,印度,2007,印度,143775人评价,8.9,天使保护事件始末。,剧情/儿童/家庭,
225,血钻,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,美国 德国,2006,美国 德国,243167人评价,8.6,每个美丽事物背后都是滴血的现实。,剧情/惊悚/冒险,
226,朗读者,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg,美国 德国,2008,美国 德国,362524人评价,8.6,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,剧情/爱情,
227,浪潮,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg,德国,2008,德国,197195人评价,8.7,世界离独裁只有五天。,剧情/惊悚,
228,色，戒,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg,中国台湾 中国大陆 美国 中国香港,2007,中国台湾 中国大陆 美国 中国香港,459900人评价,8.4,假戏真情，爱欲深海,剧情/爱情/情色,
229,遗愿清单,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p708613284.jpg,美国,2007,美国,250024人评价,8.6,用剩余不多的时间，去燃烧整个生命。,冒险/喜剧/剧情,
230,步履不停,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561539680.jpg,日本,2008,日本,172213人评价,8.8,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,剧情/家庭,
231,彗星来的那一夜,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg,美国 英国,2013,美国 英国,343217人评价,8.5,小成本大魅力。,科幻/悬疑/惊悚,
232,大佛普拉斯,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg,中国台湾,2017,中国台湾,256526人评价,8.7,人们可以登上月球，却永远无法探索人们内心的宇宙。,剧情/喜剧/犯罪,
233,疯狂的麦克斯4：狂暴之路,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg,澳大利亚 美国,2015,澳大利亚 美国,354745人评价,8.6,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~,动作/科幻/冒险,
234,小萝莉的猴神大叔,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2510956726.jpg,印度,2015,印度,338925人评价,8.4,宝莱坞的萝莉与大叔。,剧情/喜剧/动作,
235,再次出发之纽约遇见你,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,美国,2013,美国,290445人评价,8.5,爱我就给我看你的播放列表。,喜剧/爱情/音乐,
236,聚焦,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg,美国,2015,美国,201977人评价,8.8,新闻人的理性求真。,剧情/传记,
237,驴得水,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2393044761.jpg,中国大陆,2016,中国大陆,634753人评价,8.3,过去的如果就让它过去了，未来只会越来越糟！,剧情/喜剧,
238,追随,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561545031.jpg,英国,1998,英国,126787人评价,8.9,诺兰的牛逼来源于内心散发出的恐惧。,犯罪/悬疑/惊悚,
239,东京物语,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1925331564.jpg,日本,1953,日本,87161人评价,9.2,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,剧情/家庭,
240,一次别离,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2189835254.jpg,伊朗 法国,2011,伊朗 法国,190859人评价,8.7,只有有信仰的人才能说出事实真相。,剧情/家庭,
241,黑鹰坠落,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910900710.jpg,美国,2001,美国,201662人评价,8.7,还原真实而残酷的战争。,动作/历史/战争,
242,千钧一发,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,美国,1997,美国,164015人评价,8.8,一部能引人思考的科幻励志片。,剧情/科幻/惊悚,
243,我爱你,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg,韩国,2011,韩国,104230人评价,9.0,你要相信，这世上真的有爱存在，不管在什么年纪 ,剧情/爱情,
244,发条橙,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg,英国 美国,1971,英国 美国,272745人评价,8.5,我完全康复了。,犯罪/剧情/科幻,
245,四个春天,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2540578887.jpg,中国大陆,2017,中国大陆,112373人评价,8.9,来也匆匆去也匆匆，就这样风雨兼程。,纪录片/家庭,
246,网络谜踪,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2542848758.jpg,美国 俄罗斯,2018,美国 俄罗斯,365611人评价,8.6,,剧情/犯罪/悬疑/惊悚,
247,E.T. 外星人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg,美国,1982,美国,249484人评价,8.6,生病的E.T.皮肤的颜色就像柿子饼。,剧情/科幻,
248,撞车,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2075132390.jpg,美国 德国,2004,美国 德国,244577人评价,8.6,天使与魔鬼的冲撞。,犯罪/剧情,
249,变脸,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173855883.jpg,美国,1997,美国,310446人评价,8.5,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,动作/科幻/犯罪/惊悚,
250,九品芝麻官,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg,中国香港,1994,中国香港,347919人评价,8.4,,喜剧/古装,
